Leonardo DiCaprio
amp,51
protect,38
rt,37
climate,36
news,31
climatechange,30
be,28
world,28
join,25
action,24
watch,24
oil,23
today,20
year,20
energy,20
support,19
check,19
thx,19
help,18
time,18
support,18
beforetheflood,18
i,16
inception,16
thank,16
join,16
ivory,15
week,14
help,14
ldfoundation,14
proud,14
save,14
shark,14
change,13
day,13
vote,13
world_wildlife,13
partner,13
sign,12
film,12
work,12
trade,12
planet,11
video,11
way,10
petition,10
bill,10
ocean,9
share,9
take,9
pipeline,9
air,9
get,9
voice,8
photo,8
future,8
life,8
fight,8
water,8
tiger,8
jedgar,8
ban,8
crisis,8
potus,7
check,7
please,7
president,7
do,7
sign,7
w,7
everyone,7
ab376,7
see,7
chance,7
sb350,7
end,7
foundation,6
project,6
make,6
tell,6
thailand,6
movement,6
victory,6
ldf,6
article,6
cali,6
doc,6
tomorrow,6
mobli,6
find,6
trailer,6
stop,6
demand,6
create,6
sb32,5
gulf,5
sale,5
fb,5
experience,5
carbon,5
