Twitter LatAm
twitter,420
y,176
para,172
el,126
la,118
más,114
con,112
que,80
por,76
tu,72
los,60
del,54
es,51
te,41
este,34
aquí,33
está,33
vivo,33
sobre,32
vía,31
vistazo,29
en,29
tus,27
hoy,26
ahora,25
su,24
cómo,23
tnf,22
al,21
ver,21
blog,20
cuenta,19
como,19
ya,19
gracias,19
si,19
sus,18
lo,18
qué,18
echa,18
sigue,17
o,17
periscope,17
año,16
día,16
desde,16
información,16
hashtag,15
favorito,15
son,14
vs,14
méxico,14
se,14
mundo,14
fotos,13
todos,13
transmisión,13
esta,13
años,13
las,13
ha,13
debate,13
descubre,13
durante,12
momento,12
partir,12
tweet,12
cuál,11
hemos,11
ayuda,11
httpstcogiouviugel,11
recibir,11
enlace,11
aplicación,11
tenemos,10
iphone,10
musicmonday,10
httpstcogiouvilr5t,10
blackberry,10
compartir,10
seguir,10
presidencial,9
español,9
tiene,9
usuario,9
worldemojiday,9
contenido,9
feliz,9
fácil,9
cuando,8
fútbol,8
equipo,8
presidente,8
partido,8
temas,8
hacer,8
vine,8
mi,8
inglés,8
ti,8
