Lil Wayne WEEZY F
i,210
da,90
go,76
luv,69
be,63
amp,58
yall,54
im,50
day,46
man,40
time,39
show,37
sht,35
tonight,33
get,32
ya,31
love,31
slime,30
today,29
homie,29
dat,28
u,27
bro,27
bday,24
family,23
way,23
game,23
lil,22
night,22
rip,21
mane,21
thank,20
pack,20
fwa,19
team,19
life,19
shout,18
aint,18
wit,17
da,17
see,17
thx,17
love,17
beast,16
dope,15
trukfit,15
album,15
dam,14
sox,14
money,14
sesh,13
bak,13
home,13
azz,13
brother,12
world,12
yo,12
liltwist,12
god,12
dont,12
fn,12
tampa,12
year,11
baby,11
park,11
stage,11
do,11
heart,11
nothing,11
g,11
work,10
sk8park,10
party,10
everyone,10
ha,10
jus,10
letter,9
hell,9
dude,9
town,9
wayne,9
truk,9
fan,9
girl,8
dey,8
everybody,8
know,8
yeah,8
bay,8
sk8,8
youngmoney,8
part,8
dis,7
woman,7
thk,7
kid,7
i,7
tour,7
id,7
have,7
