Adele
adele,40
i,32
blog,28
post,22
get,15
show,12
someone,12
im,12
x,11
thank,11
water,10
check,10
tune,10
year,10
day,10
night,9
watch,9
today,8
album,8
performance,8
tomorrow,8
be,8
world,8
read,8
song,7
tour,7
love,7
tonight,7
friend,7
london,6
support,5
video,5
life,5
everyone,5
perform,5
head,5
go,5
music,5
check,4
watch,4
rolling,4
morning,4
see,4
time,4
et,4
cleanwaterforall,4
brand,3
burdock,3
preorder,3
hall,3
youre,3
week,3
luck,3
drop4drop,3
record,3
god,3
amp,3
wait,3
drop4drop,3
download,3
lauer,3
royal,3
app,3
darcy,3
sunday,3
live,3
skyfall,3
birthday,3
part,3
love,3
announcement,3
vote,3
pm,3
europe,3
theme,2
side,2
interview,2
magazine,2
cbs,2
piano,2
mission,2
sale,2
thank,2
w4water,2
postpone,2
rih,2
vevo,2
christmas,2
wow,2
guest,2
chris,2
laura,2
pic,2
do,2
visit,2
iphone,2
case,2
film,2
info,2
home,2
